"","date","year","sex","education","vocabulary"
"1523",20041812,2004,"Female",12,7
"1524",20141946,2014,"Male",12,8
"1525",19780007,1978,"Male",12,4
"1526",20081729,2008,"Male",15,6
"1527",20160996,2016,"Female",17,2
"1528",20100511,2010,"Male",16,7
"1529",19961108,1996,"Male",16,10
"1530",20161310,2016,"Male",9,4
"1531",20141080,2014,"Female",15,7
"1532",19870743,1987,"Male",12,6
"1533",20042237,2004,"Female",11,5
"1534",19760627,1976,"Female",7,4
"1535",20120608,2012,"Female",14,4
"1536",19780996,1978,"Female",13,5
"1537",19960484,1996,"Male",13,4
"1538",19962472,1996,"Male",15,7
"1539",19780982,1978,"Female",16,9
"1540",19941308,1994,"Male",14,8
"1541",19890822,1989,"Female",10,6
"1542",19740098,1974,"Male",3,4
"1543",19741421,1974,"Male",8,4
"1544",20101827,2010,"Female",10,8
"1545",20081243,2008,"Male",16,6
"1546",19910029,1991,"Male",19,10
"1547",20121540,2012,"Female",11,6
"1548",19931427,1993,"Female",13,7
"1549",19931319,1993,"Female",12,2
"1550",20000133,2000,"Male",19,10
"1551",20162355,2016,"Male",16,7
"1552",19761614,1976,"Female",12,4
"1553",20100947,2010,"Female",14,9
"1554",20162300,2016,"Male",17,7
"1555",19960447,1996,"Female",14,9
"1556",20100431,2010,"Female",16,9
"1557",19890018,1989,"Female",6,4
"1558",20141953,2014,"Male",16,9
"1559",20101275,2010,"Female",16,7
"1560",20060333,2006,"Female",12,6
"1561",19840382,1984,"Male",12,5
"1562",20061780,2006,"Male",17,9
"1563",20101498,2010,"Female",12,5
"1564",19741291,1974,"Male",14,7
"1565",19821478,1982,"Female",12,7
"1566",20161748,2016,"Male",12,6
"1567",19982613,1998,"Female",10,3
"1568",20101260,2010,"Male",12,8
"1569",20080703,2008,"Male",20,8
"1570",19890553,1989,"Male",16,6
"1571",19761486,1976,"Male",16,9
"1572",19961288,1996,"Male",20,10
"1573",19982749,1998,"Male",16,7
"1574",20081138,2008,"Female",15,4
"1575",19930416,1993,"Female",14,6
"1576",20142306,2014,"Female",11,7
"1577",20042758,2004,"Male",15,8
"1578",19780994,1978,"Female",12,4
"1579",19840118,1984,"Female",14,6
"1580",20100362,2010,"Female",10,6
"1581",19930857,1993,"Male",16,8
"1582",20121232,2012,"Female",12,5
"1583",20121266,2012,"Male",16,5
"1584",20081007,2008,"Female",18,8
"1585",19960935,1996,"Female",14,5
"1586",19980289,1998,"Male",12,5
"1587",20064005,2006,"Male",12,3
"1588",19911221,1991,"Male",12,6
"1589",19901351,1990,"Female",11,6
"1590",19960868,1996,"Female",17,9
"1591",19781532,1978,"Female",12,5
"1592",20080389,2008,"Male",12,3
"1593",19940645,1994,"Female",13,5
"1594",19781203,1978,"Female",8,4
"1595",20161944,2016,"Male",10,2
"1596",19780311,1978,"Male",12,3
"1597",19740139,1974,"Female",12,5
"1598",19840829,1984,"Female",12,5
"1599",20101624,2010,"Female",14,5
"1600",19761071,1976,"Male",14,6
"1601",19781143,1978,"Female",8,5
"1602",19741402,1974,"Female",12,8
"1603",19741001,1974,"Male",8,5
"1604",20121210,2012,"Male",14,6
"1605",20081990,2008,"Female",16,8
"1606",19820824,1982,"Female",12,5
"1607",19940616,1994,"Female",16,4
"1608",19871434,1987,"Male",10,4
"1609",19870430,1987,"Male",12,1
"1610",19780834,1978,"Male",10,2
"1611",19910736,1991,"Female",12,5
"1612",20002395,2000,"Male",18,8
"1613",19880801,1988,"Female",14,4
"1614",20002738,2000,"Male",12,5
"1615",20081991,2008,"Female",16,7
"1616",20101754,2010,"Female",12,4
"1617",20061328,2006,"Female",12,7
"1618",19880170,1988,"Female",14,8
"1619",19741240,1974,"Male",10,6
"1620",20120143,2012,"Male",16,9
"1621",19981682,1998,"Female",15,8
"1622",19960350,1996,"Male",14,6
"1623",20061283,2006,"Female",12,7
"1624",19761655,1976,"Female",12,8
"1625",20042578,2004,"Female",16,5
"1626",20101433,2010,"Female",14,4
"1627",19740225,1974,"Female",12,8
"1628",20140035,2014,"Male",12,3
"1629",19901058,1990,"Female",12,5
"1630",20063301,2006,"Male",10,5
"1631",20141863,2014,"Female",16,4
"1632",19880700,1988,"Male",13,5
"1633",20063121,2006,"Female",18,10
"1634",19761435,1976,"Female",10,4
"1635",19741285,1974,"Male",9,7
"1636",19941475,1994,"Male",12,5
"1637",19741419,1974,"Female",12,5
"1638",19761430,1976,"Female",12,5
"1639",20001874,2000,"Female",16,7
"1640",19741027,1974,"Male",9,4
"1641",19910790,1991,"Female",10,5
"1642",20060622,2006,"Female",16,9
"1643",20081522,2008,"Female",16,8
"1644",19891459,1989,"Female",9,1
"1645",19980201,1998,"Female",14,6
"1646",19881239,1988,"Male",10,5
"1647",19942267,1994,"Female",18,8
"1648",19841457,1984,"Female",15,7
"1649",19961138,1996,"Female",13,5
"1650",20120700,2012,"Male",14,6
"1651",19960840,1996,"Female",14,7
"1652",19760182,1976,"Female",15,9
"1653",19780053,1978,"Female",8,9
"1654",19880453,1988,"Male",15,9
"1655",20142461,2014,"Female",11,5
"1656",20040568,2004,"Male",20,10
"1657",19761118,1976,"Female",12,8
"1658",19980097,1998,"Female",17,10
"1659",19940484,1994,"Male",12,6
"1660",19870256,1987,"Male",16,7
"1661",19870990,1987,"Male",14,1
"1662",19931244,1993,"Male",16,6
"1663",20141295,2014,"Female",1,7
"1664",19910429,1991,"Male",14,9
"1665",20100074,2010,"Male",14,5
"1666",20140847,2014,"Female",16,7
"1667",19870784,1987,"Female",12,7
"1668",19942649,1994,"Male",8,5
"1669",19961502,1996,"Female",18,8
"1670",19841340,1984,"Male",2,3
"1671",20101501,2010,"Female",16,10
"1672",20101673,2010,"Female",12,7
"1673",20142292,2014,"Male",11,3
"1674",19780037,1978,"Male",15,6
"1675",19980380,1998,"Male",19,8
"1676",20040030,2004,"Male",16,10
"1677",19781428,1978,"Female",12,5
"1678",20102024,2010,"Female",12,5
"1679",19820328,1982,"Female",12,3
"1680",20162053,2016,"Female",12,5
"1681",20141854,2014,"Female",16,8
"1682",19980892,1998,"Female",9,4
"1683",19740561,1974,"Male",10,7
"1684",20081322,2008,"Male",11,6
"1685",20160228,2016,"Male",16,5
"1686",20101051,2010,"Female",20,10
"1687",19900559,1990,"Female",14,7
"1688",20140003,2014,"Male",13,7
"1689",19880262,1988,"Female",16,6
"1690",20141613,2014,"Male",16,9
"1691",19960651,1996,"Male",18,10
"1692",19961389,1996,"Male",18,7
"1693",20081098,2008,"Female",12,8
"1694",19821404,1982,"Female",11,9
"1695",19980357,1998,"Male",13,9
"1696",19840378,1984,"Female",14,6
"1697",19740738,1974,"Female",11,4
"1698",20060198,2006,"Female",18,10
"1699",19981572,1998,"Male",16,5
"1700",19760223,1976,"Male",7,4
"1701",20000902,2000,"Female",16,9
"1702",20001966,2000,"Male",12,7
"1703",20042302,2004,"Male",18,7
"1704",19780698,1978,"Female",12,8
"1705",19781498,1978,"Female",7,7
"1706",19820758,1982,"Female",12,4
"1707",19740259,1974,"Female",11,4
"1708",19981274,1998,"Male",12,7
"1709",19890982,1989,"Male",18,7
"1710",19870498,1987,"Female",16,10
"1711",19820611,1982,"Female",12,7
"1712",19822062,1982,"Female",8,6
"1713",19840291,1984,"Female",9,1
"1714",19841244,1984,"Female",8,6
"1715",19820541,1982,"Female",14,7
"1716",20121310,2012,"Male",12,5
"1717",20161194,2016,"Male",12,6
"1718",19761297,1976,"Male",12,6
"1719",19891206,1989,"Female",13,5
"1720",19942726,1994,"Female",16,6
"1721",20062930,2006,"Female",12,6
"1722",19880034,1988,"Female",14,3
"1723",20081711,2008,"Male",12,4
"1724",20160150,2016,"Male",16,9
"1725",19840029,1984,"Female",8,4
"1726",19911013,1991,"Female",14,5
"1727",19891242,1989,"Male",12,5
"1728",20141264,2014,"Female",12,8
"1729",19981723,1998,"Female",12,9
"1730",20080103,2008,"Female",19,5
"1731",20121166,2012,"Male",12,5
"1732",19760243,1976,"Male",2,3
"1733",19931300,1993,"Male",13,6
"1734",20002284,2000,"Male",12,6
"1735",19741310,1974,"Male",6,5
"1736",20060131,2006,"Male",13,9
"1737",19961900,1996,"Male",17,8
"1738",19941191,1994,"Female",17,10
"1739",19930171,1993,"Male",12,6
"1740",19740745,1974,"Male",12,8
"1741",20141084,2014,"Male",12,6
"1742",20142208,2014,"Female",18,7
"1743",19981261,1998,"Female",12,5
"1744",19910458,1991,"Female",12,6
"1745",19870154,1987,"Female",9,3
"1746",19761160,1976,"Female",12,5
"1747",19880488,1988,"Male",15,5
"1748",20120025,2012,"Male",12,7
"1749",19871378,1987,"Female",15,5
"1750",19900775,1990,"Male",12,6
"1751",19961096,1996,"Female",12,2
"1752",19962134,1996,"Female",13,6
"1753",19960921,1996,"Male",20,8
"1754",19840166,1984,"Female",12,5
"1755",20080768,2008,"Male",16,9
"1756",19741076,1974,"Male",8,5
"1757",19980699,1998,"Male",12,6
"1758",19910825,1991,"Female",8,2
"1759",19890251,1989,"Male",13,6
"1760",20061659,2006,"Male",18,9
"1761",19820630,1982,"Female",11,5
"1762",19940387,1994,"Female",16,7
"1763",20041745,2004,"Female",17,7
"1764",19941206,1994,"Male",12,6
"1765",19931159,1993,"Male",12,4
"1766",19961703,1996,"Female",13,6
"1767",19961018,1996,"Male",6,5
"1768",20161150,2016,"Female",12,8
"1769",20100827,2010,"Male",18,10
"1770",19900501,1990,"Male",0,10
"1771",20140970,2014,"Male",16,10
"1772",19891307,1989,"Male",20,8
"1773",19820530,1982,"Female",14,8
"1774",19840569,1984,"Female",16,8
"1775",20140519,2014,"Female",12,9
"1776",19761245,1976,"Female",16,6
"1777",20161396,2016,"Female",15,4
"1778",19760728,1976,"Female",10,6
"1779",19962449,1996,"Male",12,6
"1780",19840094,1984,"Male",15,8
"1781",19961692,1996,"Female",10,6
"1782",19840485,1984,"Female",12,7
"1783",19900247,1990,"Female",12,6
"1784",19881295,1988,"Female",12,6
"1785",20121063,2012,"Male",18,10
"1786",19780326,1978,"Female",12,6
"1787",19841270,1984,"Female",12,5
"1788",19821024,1982,"Female",16,10
"1789",20042200,2004,"Male",10,3
"1790",20121675,2012,"Male",12,5
"1791",19940445,1994,"Female",14,6
"1792",19981856,1998,"Male",18,9
"1793",19820692,1982,"Male",12,3
"1794",19962351,1996,"Male",17,9
"1795",20101737,2010,"Male",16,6
"1796",19940213,1994,"Male",12,5
"1797",19740534,1974,"Female",14,8
"1798",20161290,2016,"Female",13,5
"1799",19871138,1987,"Female",12,7
"1800",19870451,1987,"Female",12,7
"1801",19760331,1976,"Female",12,7
"1802",19890150,1989,"Female",13,8
"1803",19961188,1996,"Male",12,5
"1804",19942258,1994,"Male",19,9
"1805",19962392,1996,"Female",15,8
"1806",19940018,1994,"Female",16,8
"1807",19780907,1978,"Female",12,5
"1808",20141110,2014,"Male",12,2
"1809",20041978,2004,"Female",18,10
"1810",20161267,2016,"Female",16,6
"1811",19781472,1978,"Female",11,6
"1812",19840419,1984,"Male",11,5
"1813",20042139,2004,"Male",12,6
"1814",19741482,1974,"Female",12,6
"1815",19961931,1996,"Female",19,8
"1816",19820013,1982,"Female",9,4
"1817",20060506,2006,"Male",14,5
"1818",20142424,2014,"Male",11,4
"1819",19820635,1982,"Male",14,7
"1820",19980188,1998,"Female",16,8
"1821",19942371,1994,"Male",7,4
"1822",20080580,2008,"Male",15,5
"1823",19880050,1988,"Male",12,6
"1824",19961402,1996,"Male",13,6
"1825",19760612,1976,"Female",12,6
"1826",19960888,1996,"Female",16,7
"1827",20160460,2016,"Male",12,8
"1828",19910808,1991,"Male",10,4
"1829",20140958,2014,"Male",16,8
"1830",20040189,2004,"Male",12,6
"1831",19841361,1984,"Male",20,8
"1832",20121320,2012,"Male",16,8
"1833",19910196,1991,"Female",18,10
"1834",20080479,2008,"Male",16,7
"1835",20042645,2004,"Female",14,7
"1836",19901157,1990,"Female",12,6
"1837",19941301,1994,"Female",12,3
"1838",19942551,1994,"Male",8,5
"1839",20141471,2014,"Male",12,6
"1840",19760689,1976,"Male",11,4
"1841",20161616,2016,"Female",12,4
"1842",20101041,2010,"Female",20,8
"1843",20142155,2014,"Female",17,6
"1844",20141077,2014,"Female",17,10
"1845",19981252,1998,"Female",12,6
"1846",19760440,1976,"Female",12,8
"1847",19780807,1978,"Male",15,6
"1848",19940290,1994,"Male",11,4
"1849",20000040,2000,"Female",13,10
"1850",19821092,1982,"Male",12,6
"1851",19820736,1982,"Male",9,3
"1852",19780424,1978,"Female",12,7
"1853",19820121,1982,"Female",14,8
"1854",20100398,2010,"Female",14,8
"1855",20162745,2016,"Female",15,7
"1856",20160997,2016,"Female",17,7
"1857",20080859,2008,"Female",10,6
"1858",20141639,2014,"Female",11,7
"1859",19981108,1998,"Female",14,5
"1860",20001754,2000,"Female",8,5
"1861",20063024,2006,"Male",14,10
"1862",19740999,1974,"Female",16,6
"1863",20080607,2008,"Male",12,5
"1864",20001500,2000,"Female",8,5
"1865",19910657,1991,"Female",15,7
"1866",19840926,1984,"Female",13,4
"1867",19740237,1974,"Male",13,10
"1868",19910183,1991,"Female",16,5
"1869",20062559,2006,"Male",16,9
"1870",19961950,1996,"Male",16,5
"1871",20141888,2014,"Male",16,7
"1872",20161265,2016,"Female",14,5
"1873",19941661,1994,"Male",13,6
"1874",20062497,2006,"Female",16,6
"1875",19761364,1976,"Female",8,9
"1876",19841280,1984,"Male",9,6
"1877",19890169,1989,"Female",16,6
"1878",19841076,1984,"Male",14,4
"1879",19820654,1982,"Male",8,3
"1880",19960942,1996,"Female",16,9
"1881",20161275,2016,"Male",13,4
"1882",20080080,2008,"Female",15,6
"1883",20042338,2004,"Male",14,7
"1884",19881219,1988,"Male",15,7
"1885",20064368,2006,"Female",12,6
"1886",20160713,2016,"Female",16,8
"1887",19961819,1996,"Female",11,1
"1888",19820093,1982,"Male",10,4
"1889",20162530,2016,"Female",12,6
"1890",19840386,1984,"Male",14,8
"1891",20062943,2006,"Male",16,10
"1892",19900049,1990,"Female",12,3
"1893",20120600,2012,"Female",18,6
"1894",19780608,1978,"Female",9,0
"1895",20141979,2014,"Female",9,1
"1896",20042583,2004,"Male",7,4
"1897",19871455,1987,"Female",11,5
"1898",19740576,1974,"Female",14,4
"1899",20001136,2000,"Female",8,5
"1900",19910957,1991,"Female",16,8
"1901",20160895,2016,"Male",16,8
"1902",19760702,1976,"Female",8,6
"1903",19930101,1993,"Female",11,4
"1904",20162112,2016,"Female",14,5
"1905",20002221,2000,"Female",16,6
"1906",19871264,1987,"Male",9,7
"1907",19961444,1996,"Female",12,8
"1908",20100873,2010,"Female",12,6
"1909",19911304,1991,"Female",12,6
"1910",19880740,1988,"Female",7,0
"1911",19960650,1996,"Female",16,5
"1912",19901283,1990,"Male",12,8
"1913",20081170,2008,"Male",7,1
"1914",19820011,1982,"Female",13,6
"1915",19982519,1998,"Male",12,4
"1916",19740030,1974,"Female",13,7
"1917",19872313,1987,"Female",6,4
"1918",20140296,2014,"Female",16,8
"1919",19740364,1974,"Male",11,1
"1920",19761099,1976,"Female",12,6
"1921",19823226,1982,"Female",14,8
"1922",20142246,2014,"Male",16,7
"1923",20161572,2016,"Female",16,8
"1924",19980600,1998,"Female",14,6
"1925",19740173,1974,"Female",12,7
"1926",19870680,1987,"Male",20,10
"1927",20141872,2014,"Male",13,5
"1928",20160706,2016,"Female",19,7
"1929",19760525,1976,"Male",11,7
"1930",20080056,2008,"Male",17,5
"1931",19780635,1978,"Male",8,4
"1932",19900982,1990,"Female",18,10
"1933",20121253,2012,"Male",16,5
"1934",19960054,1996,"Male",12,2
"1935",19740414,1974,"Male",12,6
"1936",20141040,2014,"Female",16,8
"1937",20060840,2006,"Male",14,8
"1938",19761124,1976,"Female",12,5
"1939",19890521,1989,"Female",12,7
"1940",19931269,1993,"Male",18,6
"1941",20000707,2000,"Male",14,5
"1942",20062322,2006,"Male",16,8
"1943",20064492,2006,"Female",16,9
"1944",19761086,1976,"Male",11,7
"1945",20160891,2016,"Male",12,6
"1946",19741071,1974,"Male",12,8
"1947",19840791,1984,"Female",7,3
"1948",20120566,2012,"Male",6,6
"1949",20161498,2016,"Female",6,3
"1950",19840398,1984,"Male",9,5
"1951",20160785,2016,"Female",12,5
"1952",19781421,1978,"Female",12,8
"1953",19981831,1998,"Female",19,8
"1954",19931482,1993,"Male",16,4
"1955",20001712,2000,"Male",16,8
"1956",19870793,1987,"Male",10,2
"1957",20141497,2014,"Female",18,9
"1958",20160989,2016,"Male",12,5
"1959",19941704,1994,"Female",12,6
"1960",19761060,1976,"Female",12,6
"1961",20000826,2000,"Female",12,0
"1962",19820848,1982,"Male",12,6
"1963",19941883,1994,"Female",8,6
"1964",20063666,2006,"Male",12,7
"1965",19872047,1987,"Female",12,4
"1966",20161003,2016,"Female",12,5
"1967",20061029,2006,"Male",13,4
"1968",19841423,1984,"Male",12,4
"1969",20000828,2000,"Female",13,8
"1970",20142061,2014,"Female",18,9
"1971",19942890,1994,"Female",18,8
"1972",20121334,2012,"Male",12,4
"1973",19823014,1982,"Male",9,4
"1974",19840471,1984,"Male",12,7
"1975",19931400,1993,"Female",12,6
"1976",19930367,1993,"Female",12,3
"1977",20061937,2006,"Male",6,3
"1978",19740018,1974,"Male",0,1
"1979",20042204,2004,"Male",16,6
"1980",20080980,2008,"Male",20,8
"1981",19872087,1987,"Female",12,4
"1982",20040016,2004,"Male",11,5
"1983",19841126,1984,"Male",12,7
"1984",19871382,1987,"Male",12,6
"1985",20001836,2000,"Male",10,3
"1986",20160045,2016,"Male",17,7
"1987",20100035,2010,"Male",15,7
"1988",19942079,1994,"Female",10,6
"1989",19942712,1994,"Female",11,6
"1990",20081692,2008,"Female",14,5
"1991",19891006,1989,"Male",12,7
"1992",20161217,2016,"Female",12,7
"1993",19821060,1982,"Male",12,3
"1994",20100203,2010,"Female",2,8
"1995",19880692,1988,"Male",14,5
"1996",20061148,2006,"Female",18,8
"1997",19760543,1976,"Male",15,7
"1998",19840801,1984,"Female",9,5
"1999",19840859,1984,"Female",12,4
"2000",19891451,1989,"Female",14,6
"2001",20100812,2010,"Male",18,3
"2002",20140935,2014,"Male",16,5
"2003",20161853,2016,"Female",16,7
"2004",19910848,1991,"Female",12,6
"2005",19821139,1982,"Female",11,7
"2006",19761188,1976,"Female",11,7
"2007",20161060,2016,"Female",12,5
"2008",19760579,1976,"Female",14,9
"2009",19941752,1994,"Male",16,8
"2010",19930852,1993,"Male",18,8
"2011",19741401,1974,"Male",12,7
"2012",19961769,1996,"Female",16,5
"2013",20062580,2006,"Female",19,8
"2014",19961962,1996,"Female",16,6
"2015",19740808,1974,"Female",12,7
"2016",19900298,1990,"Female",15,5
"2017",19780133,1978,"Female",12,7
"2018",19740699,1974,"Female",10,3
"2019",20161011,2016,"Female",16,4
"2020",19880161,1988,"Female",9,6
"2021",19870915,1987,"Female",14,8
"2022",20080526,2008,"Female",12,6
"2023",19901132,1990,"Female",15,6
"2024",20161140,2016,"Male",12,7
"2025",19760040,1976,"Male",7,2
"2026",20040965,2004,"Female",16,7
"2027",19760668,1976,"Female",13,6
"2028",19760577,1976,"Male",15,9
"2029",19981039,1998,"Male",13,6
"2030",19901082,1990,"Female",12,4
"2031",19910497,1991,"Male",12,8
"2032",20162633,2016,"Male",17,6
"2033",19870391,1987,"Male",12,4
"2034",20062796,2006,"Male",14,7
"2035",19761448,1976,"Female",15,8
"2036",19870378,1987,"Female",13,9
"2037",19781010,1978,"Male",12,4
"2038",19982627,1998,"Female",13,6
"2039",20141389,2014,"Female",11,7
"2040",19823147,1982,"Female",12,4
"2041",19890762,1989,"Female",13,6
"2042",19780484,1978,"Male",9,3
"2043",20061582,2006,"Male",12,6
"2044",19760433,1976,"Female",12,7
"2045",20160896,2016,"Female",12,8
"2046",19780648,1978,"Male",17,10
"2047",20061236,2006,"Male",2,8
"2048",19890286,1989,"Female",14,10
"2049",19962682,1996,"Male",12,5
"2050",20120628,2012,"Female",15,2
"2051",19780100,1978,"Female",12,1
"2052",20040110,2004,"Female",15,3
"2053",19820071,1982,"Female",17,9
"2054",19841393,1984,"Female",11,7
"2055",20060866,2006,"Male",11,5
"2056",19961738,1996,"Male",9,2
"2057",19761571,1976,"Male",12,7
"2058",19820132,1982,"Male",12,5
"2059",20002025,2000,"Female",16,10
"2060",19870141,1987,"Female",12,8
"2061",19870976,1987,"Male",15,10
"2062",19960329,1996,"Male",10,6
"2063",19881019,1988,"Female",12,8
"2064",20142097,2014,"Female",13,5
"2065",19823241,1982,"Female",13,3
"2066",19961561,1996,"Female",14,5
"2067",19900867,1990,"Female",12,6
"2068",19942252,1994,"Female",12,8
"2069",20064149,2006,"Female",12,7
"2070",19740308,1974,"Female",12,7
"2071",20162857,2016,"Female",15,6
"2072",20101061,2010,"Male",12,7
"2073",19900817,1990,"Female",10,3
"2074",20101641,2010,"Female",12,9
"2075",20063959,2006,"Male",6,3
"2076",19760033,1976,"Female",7,7
"2077",20140107,2014,"Male",16,8
"2078",19940403,1994,"Female",10,3
"2079",19940322,1994,"Female",12,6
"2080",19821405,1982,"Male",14,5
"2081",20000807,2000,"Female",12,8
"2082",19942563,1994,"Female",12,3
"2083",19962368,1996,"Male",14,3
"2084",19871315,1987,"Female",6,4
"2085",19820297,1982,"Male",7,3
"2086",20081639,2008,"Female",15,6
"2087",19820676,1982,"Male",8,7
"2088",19961333,1996,"Female",10,6
"2089",20160983,2016,"Female",16,7
"2090",19941976,1994,"Female",16,9
"2091",20064200,2006,"Male",12,6
"2092",19981804,1998,"Female",12,6
"2093",20060583,2006,"Female",14,7
"2094",19741002,1974,"Female",12,5
"2095",19960118,1996,"Male",20,10
"2096",19780529,1978,"Male",12,6
"2097",20001088,2000,"Female",16,9
"2098",20120436,2012,"Female",16,5
"2099",19960192,1996,"Male",16,8
"2100",19960864,1996,"Female",16,10
"2101",19941192,1994,"Female",12,8
"2102",19982224,1998,"Male",11,7
"2103",19961414,1996,"Female",13,5
"2104",19761108,1976,"Female",12,0
"2105",19820053,1982,"Female",15,9
"2106",20141545,2014,"Female",17,9
"2107",20141834,2014,"Female",20,9
"2108",19870903,1987,"Female",16,7
"2109",20062137,2006,"Male",16,10
"2110",20001106,2000,"Male",14,6
"2111",19900455,1990,"Female",10,6
"2112",19900291,1990,"Male",18,8
"2113",20101313,2010,"Female",15,3
"2114",20080374,2008,"Female",14,5
"2115",19870011,1987,"Female",12,4
"2116",19820797,1982,"Female",12,4
"2117",20162023,2016,"Female",13,6
"2118",20081111,2008,"Male",13,7
"2119",19881052,1988,"Female",10,5
"2120",20081332,2008,"Female",11,2
"2121",19740292,1974,"Male",12,7
"2122",19823218,1982,"Male",12,4
"2123",20120387,2012,"Female",14,6
"2124",19741412,1974,"Female",8,3
"2125",20100633,2010,"Male",12,6
"2126",19982047,1998,"Female",16,5
"2127",20160423,2016,"Female",12,1
"2128",19740273,1974,"Female",12,7
"2129",20142435,2014,"Female",19,7
"2130",20160201,2016,"Male",15,7
"2131",19740965,1974,"Male",12,7
"2132",20060810,2006,"Female",16,6
"2133",19900155,1990,"Female",12,7
"2134",20061718,2006,"Female",2,4
"2135",19740966,1974,"Male",12,7
"2136",19890445,1989,"Male",14,10
"2137",19822091,1982,"Female",13,4
"2138",20161161,2016,"Male",12,4
"2139",19960366,1996,"Male",16,8
"2140",19910898,1991,"Male",16,7
"2141",20063363,2006,"Female",14,7
"2142",20160688,2016,"Male",10,6
"2143",19822039,1982,"Male",8,7
"2144",19881126,1988,"Male",16,6
"2145",19911329,1991,"Male",12,7
"2146",19780033,1978,"Male",9,5
"2147",19961914,1996,"Male",12,5
"2148",19761710,1976,"Female",10,7
"2149",20140268,2014,"Male",18,6
"2150",19961050,1996,"Male",16,8
"2151",19820429,1982,"Female",18,8
"2152",19941233,1994,"Female",12,9
"2153",19760089,1976,"Female",12,6
"2154",19820810,1982,"Male",12,7
"2155",19740940,1974,"Male",12,6
"2156",19900996,1990,"Female",8,5
"2157",20002490,2000,"Female",11,5
"2158",19910758,1991,"Male",14,8
"2159",19930911,1993,"Male",14,9
"2160",19891025,1989,"Male",14,9
"2161",20061200,2006,"Female",12,6
"2162",20140443,2014,"Male",12,8
"2163",19911009,1991,"Female",13,8
"2164",19870339,1987,"Male",20,9
"2165",19981826,1998,"Male",14,6
"2166",20042154,2004,"Female",12,5
"2167",19961370,1996,"Female",15,7
"2168",19890456,1989,"Female",12,9
"2169",19940809,1994,"Female",12,4
"2170",19781227,1978,"Female",18,10
"2171",20160642,2016,"Female",16,8
"2172",19820568,1982,"Male",12,8
"2173",20101617,2010,"Female",12,7
"2174",19960215,1996,"Female",13,7
"2175",19880840,1988,"Male",12,4
"2176",19870542,1987,"Male",11,2
"2177",20041706,2004,"Female",12,6
"2178",19960230,1996,"Male",17,7
"2179",19960348,1996,"Female",13,3
"2180",20160311,2016,"Male",20,9
"2181",20140456,2014,"Female",12,6
"2182",20060149,2006,"Female",16,6
"2183",20042509,2004,"Male",19,9
"2184",19781469,1978,"Female",12,7
"2185",19890486,1989,"Female",12,10
"2186",20120286,2012,"Male",14,7
"2187",19940186,1994,"Male",12,8
"2188",19740798,1974,"Female",10,5
"2189",19911265,1991,"Female",10,5
"2190",19740782,1974,"Female",14,1
"2191",19740524,1974,"Female",12,6
"2192",20100572,2010,"Female",14,2
"2193",20140111,2014,"Male",16,4
"2194",20101428,2010,"Female",14,7
"2195",20081919,2008,"Female",12,8
"2196",19780621,1978,"Female",8,8
"2197",19840170,1984,"Male",12,7
"2198",20001177,2000,"Female",14,8
"2199",19981523,1998,"Female",12,1
"2200",19761443,1976,"Female",12,7
"2201",19961640,1996,"Male",16,5
"2202",20121589,2012,"Female",15,8
"2203",19780767,1978,"Male",18,9
"2204",19941451,1994,"Female",15,6
"2205",20121054,2012,"Male",15,6
"2206",19910892,1991,"Male",12,6
"2207",19900448,1990,"Male",14,6
"2208",19890376,1989,"Female",12,5
"2209",19960645,1996,"Male",16,9
"2210",19780110,1978,"Female",6,2
"2211",19982016,1998,"Female",16,6
"2212",20062913,2006,"Female",13,8
"2213",19820154,1982,"Male",12,6
"2214",19940289,1994,"Male",12,5
"2215",19781063,1978,"Male",16,2
"2216",20001057,2000,"Male",14,6
"2217",19931069,1993,"Female",16,10
"2218",19822075,1982,"Female",18,6
"2219",20002816,2000,"Male",12,5
"2220",19880388,1988,"Female",12,4
"2221",19941644,1994,"Male",16,5
"2222",19961534,1996,"Male",12,3
"2223",20042349,2004,"Male",12,6
"2224",19741145,1974,"Male",11,3
"2225",19980393,1998,"Male",17,3
"2226",19820458,1982,"Female",9,7
"2227",20002159,2000,"Female",13,4
"2228",19841439,1984,"Female",4,0
"2229",19761110,1976,"Female",12,5
"2230",20002527,2000,"Male",16,8
"2231",20041817,2004,"Female",12,7
"2232",19820453,1982,"Female",14,4
"2233",19823202,1982,"Female",16,7
"2234",19781000,1978,"Female",12,7
"2235",19872195,1987,"Male",0,0
"2236",19982133,1998,"Female",12,3
"2237",19930067,1993,"Male",20,8
"2238",19840165,1984,"Female",14,8
"2239",19741435,1974,"Male",12,6
"2240",20081197,2008,"Female",5,4
"2241",19930151,1993,"Female",16,6
"2242",19741286,1974,"Male",14,8
"2243",19880212,1988,"Male",15,5
"2244",19881158,1988,"Female",12,9
"2245",19840592,1984,"Female",10,8
"2246",19823012,1982,"Female",9,3
"2247",19870693,1987,"Male",12,4
"2248",19871007,1987,"Female",18,3
"2249",20101383,2010,"Male",20,9
"2250",20042467,2004,"Male",14,7
"2251",19780046,1978,"Male",14,7
"2252",20042241,2004,"Male",8,5
"2253",19900990,1990,"Female",16,6
"2254",19840138,1984,"Male",12,4
"2255",19740192,1974,"Male",8,6
"2256",19740868,1974,"Female",12,7
"2257",19841008,1984,"Male",16,8
